"성별(1)","특성별(1)",특성별(2),2014,2014,2014,2015,2015,2015,2016,2016,2016,2017,2017,2017,2018,2018,2018,2019,2019,2019,2020,2020,2020,2021,2021,2021,2022,2022,2022
"성별(1)","특성별(1)",특성별(2),응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차
"여자","연령별1",30-39세,528,9.4,1.4,438,8.9,1.6,597,5.2,1.0,483,4.0,0.9,480,5.8,1.2,471,5.4,1.1,363,9.3,1.8,317,6.2,1.5,349,7.2,1.5
"여자","연령별1",40-49세,532,7.7,1.1,545,9.0,1.3,594,2.6,0.6,611,5.4,0.9,625,4.7,0.9,595,5.1,1.1,459,5.5,1.2,459,3.4,0.9,472,3.5,0.8
"여자","연령별1",50-59세,607,4.6,0.9,628,6.6,1.0,569,1.5,0.5,618,0.9,0.4,619,2.7,0.7,628,4.6,1.0,484,4.7,1.1,539,4.5,1.2,492,5.8,1.3
"여자","연령별1",60-69세,517,3.4,0.9,520,3.7,1.0,515,0.7,0.3,599,1.8,0.6,554,2.1,0.6,593,2.1,0.8,524,1.9,0.6,567,3.6,1.0,605,4.2,0.9
"여자","연령별1",70세이상,605,2.1,0.7,581,1.2,0.5,556,0.6,0.4,583,1.3,0.6,624,0.5,0.3,644,0.4,0.2,558,1.0,0.5,646,1.8,0.7,576,1.2,0.6
"여자","연령별2",1-2세,95,2.8,1.8,72,0.0,-,99,1.6,1.6,67,0.7,0.7,84,0.2,0.2,66,3.3,2.4,54,4.3,2.9,31,0.0,-,32,5.0,3.4
"여자","연령별2",3-5세,126,1.2,0.8,99,1.4,1.0,166,1.6,0.9,124,5.6,2.1,120,1.0,1.0,108,4.0,2.0,86,5.9,2.5,75,5.3,3.1,66,4.5,3.2
"여자","연령별2",6-11세,244,8.7,2.2,212,7.7,2.2,272,3.8,1.4,277,3.7,1.3,256,5.5,1.5,268,7.2,1.9,180,8.6,2.1,192,9.8,2.6,181,5.7,1.7
"여자","연령별2",12-18세,237,6.6,1.5,245,7.9,2.0,250,6.7,1.6,228,3.5,1.2,199,7.3,2.5,226,9.2,2.1,156,6.0,1.9,170,5.4,1.7,139,2.5,1.4
"여자","연령별2",19-29세,334,8.0,1.6,346,14.0,2.0,359,4.8,1.1,344,7.0,1.7,359,6.5,1.3,346,7.6,1.5,332,5.6,1.4,305,7.8,2.0,313,6.2,1.4
"여자","연령별2",30-49세,1060,8.5,0.8,983,8.9,1.0,1191,3.8,0.5,1094,4.8,0.7,1105,5.2,0.7,1066,5.2,0.8,822,7.2,1.0,776,4.7,0.9,821,5.2,0.9
"여자","연령별2",50-64세,873,4.5,0.9,899,5.3,0.8,839,1.3,0.4,926,1.1,0.3,915,2.6,0.6,951,3.6,0.7,771,3.3,0.8,823,4.6,1.0,812,5.4,0.9
"여자","연령별2",65세이상,856,2.2,0.6,830,2.6,0.7,801,0.6,0.3,874,1.6,0.5,882,0.9,0.4,914,1.2,0.4,795,1.9,0.5,929,1.9,0.5,861,2.0,0.6
"여자","거주지역별",동,3107,6.6,0.5,3022,7.6,0.5,3226,3.1,0.3,3238,3.7,0.4,3231,4.1,0.4,3192,5.1,0.5,2607,5.4,0.6,2563,5.3,0.5,2523,4.7,0.5
"여자","거주지역별",읍면,718,4.4,0.7,664,6.2,1.7,751,2.7,0.7,696,2.5,1.0,689,3.4,1.1,753,3.5,0.9,589,2.9,0.8,738,2.4,0.9,702,4.2,0.9
"여자","소득수준별",하,767,4.2,1.0,727,6.8,1.2,782,3.5,0.7,779,2.8,0.7,790,5.4,1.0,776,4.3,0.8,637,3.0,0.7,647,4.7,1.1,648,4.4,0.8
"여자","소득수준별",중하,765,5.0,0.9,737,6.7,1.0,797,2.7,0.6,802,3.2,0.7,784,4.8,1.0,777,3.5,0.9,633,6.3,1.2,668,4.7,1.2,654,2.9,0.9
"여자","소득수준별",중,741,5.8,0.9,720,7.3,1.2,797,2.7,0.6,785,5.1,1.1,779,4.9,1.1,804,6.0,1.1,635,5.5,1.1,665,3.5,0.8,658,4.5,0.8
"여자","소득수준별",중상,768,6.1,1.0,744,7.3,1.2,800,3.1,0.7,792,2.9,0.9,781,1.7,0.5,784,4.4,0.9,613,5.0,1.1,647,6.9,1.3,637,5.0,0.9
"여자","소득수준별",상,765,9.7,1.4,737,9.0,1.4,789,3.2,0.8,768,3.8,0.8,779,3.3,0.7,788,5.5,1.2,665,5.4,1.1,656,4.6,0.8,623,6.1,1.4
"여자","거주지역(표준화)별",동,3107,6.9,0.6,3022,8.0,0.6,3226,3.5,0.4,3238,4.1,0.5,3231,4.6,0.5,3192,5.7,0.6,2607,6.1,0.6,2563,5.8,0.6,2523,4.9,0.5
"여자","거주지역(표준화)별",읍면,718,5.2,0.8,664,8.2,2.3,751,3.7,0.8,696,3.3,1.4,689,4.6,1.2,753,4.5,1.4,589,4.6,1.5,738,3.0,1.3,702,5.2,1.1
"여자","소득수준(표준화)별",하,767,4.9,1.1,727,7.4,1.3,782,3.9,0.8,779,3.0,0.7,790,6.2,1.2,776,5.1,0.8,637,3.3,0.8,647,5.0,1.2,648,4.9,0.9
"여자","소득수준(표준화)별",중하,765,5.4,0.9,737,7.4,1.1,797,3.0,0.7,802,3.8,0.8,784,5.2,1.1,777,3.8,1.1,633,7.3,1.4,668,5.4,1.4,654,3.5,1.2
"여자","소득수준(표준화)별",중,741,6.0,1.0,720,8.0,1.4,797,3.3,0.8,785,5.5,1.1,779,6.0,1.3,804,6.9,1.3,635,6.8,1.4,665,3.7,0.9,658,5.5,1.0
"여자","소득수준(표준화)별",중상,768,6.8,1.2,744,8.0,1.3,800,3.9,0.9,792,3.5,1.1,781,1.7,0.5,784,5.2,1.1,613,5.8,1.2,647,7.6,1.7,637,5.1,1.0
"여자","소득수준(표준화)별",상,765,10.2,1.5,737,9.4,1.5,789,3.6,0.9,768,4.7,1.1,779,3.6,0.8,788,6.2,1.4,665,6.1,1.2,656,5.6,1.0,623,5.8,1.3
